speech_id,truth,pred,prob_far_left,prob_left,prob_centre_left,prob_centre,prob_centre_right,prob_right,prob_far_right,entropy,top_prob,second_prob,top_category_from_probs,text_preview
fd34ab05-ffb7-eb11-914f-901b0eac4c78,far_right,centre_right,0.1603289014751441,0.0585184180386815,0.0481017177695073,0.096197873011678,0.2205453605034386,0.1963279507809764,0.2199797784205736,1.8168816596811859,0.2205453605034386,0.2199797784205736,centre_right,<p>Frau talman! Jag påtalar inte någonting som regeringen har gjort; jag efterlyser saker som regeringen inte har gjort. Det finns en bred bedömning bland terrorforskare och många andra att den rödgröna regeringen har varit saktfärdig och gjort för lite. Vi har haft den sämsta regeringen i terrorarbetet i hela Europa.</p><p>Andra länder kan frånta medborgarskap från dem med dubbla medborgarskap och neka dem inresa för att de anser att personerna utgör en säkerhetsrisk i deras länder. I Sverige kommer folk tillbaka från Syrien och Irak för att de har rätt att göra det eftersom vår regering inte
87610b82-8b66-ed11-917b-901b0eac4c70,far_right,right,0.191136575754326,0.0334352337338889,0.1056822373694559,0.0755567473445816,0.2362142076462783,0.2372764902541657,0.1206985078973034,1.7999614763699379,0.2372764902541657,0.2362142076462783,right,"<p>Herr talman! Liberalerna valde väg. De valde att kroka arm med ett uttalat antiliberalt parti, ett nationalistiskt populistparti. Man sålde in sitt vägval till väljarna med att man var garanten för ett liberalt maktskifte. I dag har vi facit. Det blev inte liberalt. Det blev nationalistiskt. Det blev inte grönt. Det blev grått. Det blev Sverigedemokraternas politik rakt igenom, förslag som slår mot rättssäkerheten, mot skyddet för de allra svagaste, mot en human migrationspolitik, mot klimatet och mot tryggheten. Detta är nu Liberalerna satta att driva igenom.</p><p>Min enkla, raka fråga ti"
0846481c-24cd-eb11-9156-901b0e9b71a8,centre,far_right,0.0937071771633045,0.0649136246496339,0.1870411113418552,0.1081913286943952,0.23896075206774,0.0475756000404022,0.2596104060426688,1.7905947326992424,0.2596104060426688,0.23896075206774,far_right,"<p>Fru talman! När det gäller det faktum att Tobias Andersson försöker få det till att det här är någonting okänt, någonting som det inte forskas på och någonting som man inte har brytt sig om påstår jag motsatsen. Det här är något av det mest beforskade i kriminologin. Det finns mängder av underlag från hela världen, vill jag påstå, om just frågor som etnisk bakgrund, invandring och brott.</p><p>Ja, invandrare är överrepresenterade i statistiken. Frågan man ska ställa sig är vad det säger om invandrare som grupp, det vill säga vilka slutsatser man ska dra om gruppen som sådan.</p><p>Kan man u"
276f4b9e-cd9b-e811-910e-901b0e9b71a0,far_right,centre_right,0.0634058527225303,0.0111479327369304,0.133836849891229,0.1626304799115784,0.2447161801499534,0.1634706607604339,0.2207920438273444,1.76361348704052,0.2447161801499534,0.2207920438273444,centre_right,"<p>Fru talman! Såklart förbiser ministern sanningen. Det är ju ni, Heléne Fritzon, som har ljugit under lång tid. Ni ändrar er politik och er retorik beroende på vart vinden blåser.</p><p>Jag är trött på regeringen, för ni hatar ert eget folk. Jag hatar ingen. Jag värnar om mitt eget folk. Sedan får övriga länder och övriga politiker värna om sina folk. Men ni bryr er inte om ert eget folk; det är sanningen. </p><p>Ni har förstört svensk välfärd. Rapporter visar till exempel att svenska barn i dag dör i sjukvården på grund av överbelastning. MSB pekade under massinvandringsvågen mycket tydligt"
e834ab05-ffb7-eb11-914f-901b0eac4c78,centre,centre_right,0.1133439142897805,0.0585886954104418,0.144532677990967,0.2064810240023236,0.3344659895981888,0.0779430632414017,0.0646446354668962,1.7605704657473675,0.3344659895981888,0.2064810240023236,centre_right,<p>Herr talman! Jag vill fortsätta att tala om det förra replikskiftet och komplettera med en aspekt som Martin Kinnunen inte kom in på. Vi är som sagt helt överens om att tillgången till mineral är helt avgörande och att vi har en stor möjlighet att producera det på ett bra sätt.</p><p>Sedan behöver man se att gruvdrift är en komplicerad fråga såtillvida att det påverkar väldigt många människor som bor nära en gruva. Det finns ett stort behov av jobba långsiktigt och pedagogiskt med dessa frågor och den demokratiska förankringen. Martin Kinnunen gör detta till en mycket lättare fråga än vad d
ff821778-39c7-ed11-b1c5-6805cad971a9,right,centre_left,0.1237871914898411,0.0584461746465488,0.3509993688168693,0.0977550079244576,0.197707669736063,0.079326291681215,0.0919782957050051,1.760360457431661,0.3509993688168693,0.197707669736063,centre_left,"<p>Fru talman! Jag lyssnade på ledamotens anförande och hajade till när han särskilt talade om att det så fort människor kommer till Sverige och anländer till en flygplats finns en uppfattning bland invandrare och det svenska samhället att de automatiskt blir svenska.</p><p>Jag tror att det är något som ledamoten själv har fantiserat ihop. Det är långt från verkligheten. Jag tror inte att man i samhället tror att en person som kommer hit per automatik blir en etablerad person i samhället, och jag tror inte heller den enskilde går runt och tror det. Jag som har invandrarbakgrund vet verkligen a"
ad554483-c098-ed11-917f-901b0eac4c70,centre,centre_left,0.0412062819442556,0.0489451373127597,0.2983112663268003,0.1243051603974384,0.1602075807610591,0.0995625581058468,0.2274620151518398,1.7589975016889916,0.2983112663268003,0.2274620151518398,centre_left,"<p>Fru talman! Jag tackar Carl Nordblom för den kompletterande frågan.</p><p>Precis som frågeställaren säger krävs det ett paradigmskifte i svensk migrationspolitik, och då handlar det om en rad åtgärder på en rad olika områden för att få till det.</p><p>Det handlar om att få ordning och reda på invandringen och integrationen. Och precis som jag sa måste vi prioritera att använda samhällets resurser till dem som verkligen har behov av skydd. Därför är det så viktigt att man också kan hantera situationen när det framkommer uppgifter om att en person har fått skydd på felaktig grund.</p>"
e915cb82-f493-ec11-916c-901b0e9b71a0,centre_right,centre_right,0.1526890241378118,0.0902160981273815,0.2407995684057104,0.1109080576766721,0.2500104062138745,0.0081326808419766,0.147244164596573,1.758497576814121,0.2500104062138745,0.2407995684057104,centre_right,<p>Fru talman! Asylinvandring är en lönsam affär för bland andra dem av oss som har oturen att drabbas av covid och vårdas på sjukhus eftersom sjukvården klarar sig mycket tack vare personal som kommer från många andra länder.</p><p>Lite av Sverigedemokraternas kärna är att hela tiden försöka bevisa att invandringen är olönsam och att Sverige tar hit invandrare. Men Sverigedemokraterna har helt missuppfattat hur flyktingpolitik fungerar och varför människor får uppehållstillstånd i Sverige. </p><p>Sverige har aldrig haft en migrationspolitik som släppt in ett antal tusen personer från tredjela
6b521f3c-2fe0-ec11-916f-901b0eac4c70,centre,centre_right,0.0486733054069656,0.1063441809675509,0.2609811589022527,0.1890154043141108,0.271841008012816,0.0597775634517469,0.0633673789445567,1.7482124001756527,0.271841008012816,0.2609811589022527,centre_right,"<p>Fru talman! Vad jag vill säga just nu är att det förra året gick ungefär 300 miljoner kronor till det skyddet av skogen och att det i årets budget fortfarande finns kvar 410 miljoner. Men som jag sa från början till Maria Gardfjell: Naturligtvis måste det finnas medel som matchar skyddet. Det är viktigt, om man ska göra som det sägs i propositionen.</p>"
f80f2300-3941-eb11-9147-901b0eac4c70,far_right,centre_left,0.0557926077004164,0.2600259005853013,0.282831880578044,0.1037632269338365,0.1896405987533961,0.0691120400518105,0.038833745397195,1.7296719760170178,0.282831880578044,0.2600259005853013,centre_left,"<p>Fru talman! Vi hör återkommande hur regeringen talar sig varm för sina satsningar på polisen och att det utbildas ett rekordstort antal poliser. Men vad är detta egentligen värt när verkligheten är en annan?</p><p>Polistätheten i yttre tjänst har aldrig varit lägre än i dag, och på Polishögskolan står fyra av tio utbildningsplatser tomma några veckor in på utbildningen. Vi ser också hur poliser fortsätter att lämna yrket i förtid på grund av dåliga lönevillkor och en allt sämrse arbetsmiljö.</p><p>Polismyndigheten har inte gjort någon medarbetarundersökning sedan 2013. Ledningen lovade att "
