speech_id,talare,parti,truth,pred,top_prob,snippet,source_file
ddd5f69f-c239-e911-9116-901b0eac4c78,Jimmie Åkesson (SD),SD,centre_right,far_left,0.3357306448226471,<p>Fru talman! Jag arbetar för att vi ska få en sverigedemokratisk statsminister. </p><p>(Applåder)</p><p>Det fanns några bärande delar i Socialdemokraternas valbudskap. Den allra mest bärande delen var att den förskräckliga borgerligheten och den hemska högern har sänkt skatterna för de allra rikas,data/speeches/parquet/anforande-201819.json.parquet
a53d279f-be8f-e611-9441-00262d0d7125,Ulla Andersson (V),V,far_right,far_left,0.3332843242608564,"<p>Herr talman! Stackars Oscar Sjöstedt! Han är nästan rörd till tårar för att civilministern inte har ringt till honom. Det tycker han att lastbilschaufförer, taxichaufförer och byggnadsarbetare ska betala priset för. Du står till och med här i talarstolen och fabulerar, Oscar Sjöstedt. Antingen ha",data/speeches/parquet/anforande-201617.json.parquet
9633dd11-b995-ed11-9180-901b0e9b71a0,Joakim Järrebring (S),S,centre,centre,0.4507226360933518,<p>Fru talman och ministern! Den uppräkning som ministern gör av den ambitiösa klimatpolitik som hennes regering för är egentligen bara en uppräkning av den förra S-ledda regeringens långsiktiga politik för omställning. I övrigt hänvisas till förhoppningar i den kommande klimathandlingsplanen. Jag m,data/speeches/parquet/anforande-202223.json.parquet
0454e1e0-602b-e711-9452-00262d0d0c40,Statsrådet Ardalan Shekarabi (S),S,centre,far_left,0.3460315593661241,"<p>Fru talman! Det som vi behöver göra är att ge stöd till myndighetscheferna, så att de jobbar systematiskt med detta inom respektive myndighet. </p><p>När man talar om hot och våld mot statstjänstemän tänker många på polisen. Men precis som Sultan Kayhan beskriver finns denna typ av situationer i ",data/speeches/parquet/anforande-201617.json.parquet
4dcd2959-e565-e911-911b-901b0eac4c78,Pål Jonson (M),M,centre_right,far_right,0.3629882291334115,"<p></p><p>Fru talman! Jag vill rikta min fråga till näringsminister Ibrahim Baylan. </p><p>Säkerhetspolisens årsrapport för 2018 pekar tydligt ut att det kinesiska industrispionaget utgör ett allt större hot mot det svenska näringslivet. Tidigare i veckan presenterades även en rapport från FOI, där ",data/speeches/parquet/anforande-201819.json.parquet
db849221-b41d-e611-9437-00262d0d0c40,Ellen Juntti (M),M,centre,far_left,0.381232919341058,"<p>Herr talman! Tack för svaret. Det är bra att statsrådet är villig att göra någonting åt det. </p><p>Då övergår jag till en annan fråga som är viktig för oss moderater, och det är att 18-21-åringar har straffrabatt. Många 18-åringar är redan yrkeskriminella. Vi tycker att myndiga personer ska döma",data/speeches/parquet/anforande-201516.json.parquet
94cac058-c0dd-e411-941b-00262d0d7125,Adam Marttinen (SD),SD,centre_left,far_right,0.3332321690476965,<p>Herr ålderspresident! I justitieutskottets betänkande <em>Processrättsliga frågor</em> har Sverigedemokraterna sju reservationer. Reservationerna berör bland annat frågor om utökade möjligheter till användning av kameraövervakning på allmän plats och vid skolor samt utökade möjligheter för polis ,data/speeches/parquet/anforande-201415.json.parquet
5868e860-3b0b-ec11-9160-901b0e9b71a0,Miljö- och klimatministern Per Bolund (MP),MP,far_left,right,0.3261555028688568,"<p>Fru talman! Tack, Magnus Ek, för en otroligt viktig fråga! Den berör ju just kemikalierna och det hot som de utgör för vår och planetens hälsa. Här har vi jobbat väldigt aktivt. Inte minst när det gäller vattenarbetet har den här regeringen lagt in en extra växel jämfört med alla tidigare regerin",data/speeches/parquet/anforande-202021.json.parquet
86449a9d-ad34-eb11-914a-901b0e9b71a8,Jonas Andersson (SD),SD,,,,"<p>Fru talman! Att det finns omfattande brister i återvändandeverksamheten tror jag de flesta kan se även utan en rapport från Riksrevisionen. Men det är förstås jättebra att Riksrevisionen nu bekräftar det som alla redan vet, alltså att återvändandeverksamheten i Sverige är under all kritik. Rappor",data/speeches/parquet/anforande-202021.json.parquet
3ba1012e-8e16-ee11-b1cd-6805cad971a9,Annika Hirvonen (MP),MP,centre,right,0.3637199832955144,"<p>Fru talman! Vad jag vill är att Sverige inte ska utvisa människor som jobbar här. Människor som försörjer sig på sin lön ska få rätt att stanna här. Vi kommer att tala mer om det om några veckor när vi ska diskutera spårbyte, som handlar om personer som kanske först kom till Sverige för att söka ",data/speeches/parquet/anforande-202223.json.parquet
