speech_id,header,talare,party,stratified_top,stratified_score,ollama_top,ollama_top_score,ollama_scores,text_preview,ollama_prob_far_left,ollama_prob_left,ollama_prob_centre_left,ollama_prob_centre,ollama_prob_centre_right,ollama_prob_right,ollama_prob_far_right
8408714a-8144-f111-bf21-6805cafeabf9,Samuel Gonzalez Westling (V) (V),Samuel Gonzalez Westling (V),V,left,0.7294,left,0.8163265306122449,"{""far_left"": 0.0, ""left"": 0.8163265306122449, ""centre_left"": 0.10204081632653061, ""centre"": 0.05102040816326531, ""centre_right"": 0.02040816326530612, ""right"": 0.01020408163265306, ""far_right"": 0.0}",Vi anser att regeringen bör ge Myndigheten för civilt försvar i uppdrag att verka för att det ska finnas skyddsrum och skyddade utrymmen som är tillgängliga för personer med funktionsnedsättning. Vi lever i ett allvarligt säkerhetsläge. Det svenska totalförsvaret har under de senaste åren återuppbyggts och förstärkts. Det viktigaste under stora kriser och krig är att skydda befolkningen från faror,0.0,0.8163265306122449,0.10204081632653061,0.05102040816326531,0.02040816326530612,0.01020408163265306,0.0
05850aa3-5d19-f111-880e-6805cad9744d,Olle Thorell (S) (S),Olle Thorell (S),S,left,0.3825,left,0.95,"{""far_left"": 0.0, ""left"": 0.95, ""centre_left"": 0.05, ""centre"": 0.0, ""centre_right"": 0.0, ""right"": 0.0, ""far_right"": 0.0}","Vi ska rikta skarpa insatser så att ungdomar kommer in på arbetsmarknaden. Vi ska knäcka massarbetslösheten. Vi ska storsatsa på arbetsmarknadsutbildningar. Vi ska se till att industrin anställer fler, inte flyttar utomlands. Vi ska slopa karensen, som straffar vanliga arbetare. Vi ska återupprätta akassan så att den ger en trygghet värd namnet. Jag representerar Västmanland, ett län som har drabb",0.0,0.95,0.05,0.0,0.0,0.0,0.0
277ee5c2-d93f-f111-bf21-6805cafeabf9,Olle Thorell (S) (S),Olle Thorell (S),S,right,0.3353,left,0.8163265306122449,"{""far_left"": 0.0, ""left"": 0.8163265306122449, ""centre_left"": 0.10204081632653061, ""centre"": 0.05102040816326531, ""centre_right"": 0.02040816326530612, ""right"": 0.01020408163265306, ""far_right"": 0.0}","Det är hyckleri på en helt ny nivå som vi tycker är skandalös. Somalia är ett av världens allra mest korrupta länder – plats 179 av 180 mätta länder. I ett sådant land måste man hantera bistånd med oerhörd försiktighet, och det har gjorts genom åren – med armlängds avstånd till korrupta makthavare, med stenhårda kontrollmekanismer och med partner man kan lita på. Man lägger ned sådant bistånd som ",0.0,0.8163265306122449,0.10204081632653061,0.05102040816326531,0.02040816326530612,0.01020408163265306,0.0
d44df131-db3f-f111-bf21-6805cafeabf9,Fredrik Lindstål (C) (C),Fredrik Lindstål (C),C,left,0.7579,centre_left,0.4,"{""far_left"": 0.0, ""left"": 0.2, ""centre_left"": 0.4, ""centre"": 0.3, ""centre_right"": 0.1, ""right"": 0.0, ""far_right"": 0.0}","Frågan har redan varit uppe, och det blir lite av en repetition. Men det sägs ju att repetition är kunskapens moder. Det har kommit många kommentarer om att kulturministern valde att inte närvara på årets Guldbaggegala. Jag har i min egenskap av riksdagsledamot inte för avsikt att recensera statsrådets kalenderplanering eller prioriteringar. Bilden som dock målas upp av filmbranschen är nedskärnin",0.0,0.2,0.4,0.3,0.1,0.0,0.0
bde9d6c1-b812-f111-880e-6805cad9744d,Runar Filper (SD) (SD),Runar Filper (SD),SD,left,0.5407,centre_left,0.4,"{""far_left"": 0.0, ""left"": 0.2, ""centre_left"": 0.4, ""centre"": 0.3, ""centre_right"": 0.1, ""right"": 0.0, ""far_right"": 0.0}","Jag tackar Berglund för svaret. Det handlar också om de statliga kulturfastigheterna. Operan måste stänga och evakueras, och putsen i taket i stora delar av Naturhistoriska riksmuseet rasar ned. Under era åtta år vid makten gjordes inget för att stärka underhållet på dessa fastigheter, vilket är beklämmande. Nu pratar ni er varma om det här, men under åtta år gjorde ni inget. Det kan man fråga sig",0.0,0.2,0.4,0.3,0.1,0.0,0.0
e8223bc7-4b32-f011-87f7-6805cad9744d,Tony Haddou (V) (V),Tony Haddou (V),V,left,0.8,left,0.8163265306122449,"{""far_left"": 0.0, ""left"": 0.8163265306122449, ""centre_left"": 0.10204081632653061, ""centre"": 0.05102040816326531, ""centre_right"": 0.02040816326530612, ""right"": 0.01020408163265306, ""far_right"": 0.0}","Jag tackar ledamoten för anförandet. Med den här regeringen får vi ju en massarbetslöshet på över 10 procent. Närmare 600 000 människor är arbetslösa i Sverige, vilket är en ökning med 114 000 människor. Detta sker samtidigt som införandet av lönegolvet. Arbetslösheten stiger i alla åldrar, bland både män och kvinnor och bland både inrikes och utrikes födda. Ungdomsarbetslösheten stiger, liksom lå",0.0,0.8163265306122449,0.10204081632653061,0.05102040816326531,0.02040816326530612,0.01020408163265306,0.0
82a2f18c-2482-e511-942d-00262d0d0c40,Jonas Sjöstedt (V) (V),Jonas Sjöstedt (V),V,left,0.7583,left,0.8,"{""far_left"": 0.0, ""left"": 0.8, ""centre_left"": 0.1, ""centre"": 0.05, ""centre_right"": 0.02, ""right"": 0.03, ""far_right"": 0.0}","Jag tror att populism är farligt, Anna Kinberg Batra, och jag tror att populism i sådana här komplexa och svåra utmaningar är extra farligt. Det är så enkelt att säga att några poliser till och lite hårdare straff löser allt. Sedan kan man titta på forskning och erfarenheter och se att verkligheten är betydligt mer komplicerad än så. Ibland måste man ta till sig att verkligheten är mer komplicerad",0.0,0.8,0.1,0.05,0.02,0.03,0.0
3fc2362d-eeb9-e511-9431-00262d0d0c40,Eva-Lena Jansson (S) (S),Eva-Lena Jansson (S),S,left,0.3604,left,0.8,"{""far_left"": 0.0, ""left"": 0.8, ""centre_left"": 0.2, ""centre"": 0.0, ""centre_right"": 0.0, ""right"": 0.0, ""far_right"": 0.0}","Jag vill prata om funktionsnedsättning och tillgänglighet på arbetsmarknaden. Ett tydligt medskick från Handikappförbunden var att dagens samhälle är fel designat, eller som man uttryckte det: Vi behöver en universell utformning som gör att alla får tillträde. De har alltså reserverat sig för moderat politik på det här området, det ska vi inte glömma bort. I dag är det 71 000 personer med funktion",0.0,0.8,0.2,0.0,0.0,0.0,0.0
dc540a64-5fbb-e511-9431-00262d0d0c40,Stig Henriksson (V) (V),Stig Henriksson (V),V,right,0.3422,centre_left,0.4,"{""far_left"": 0.0, ""left"": 0.2, ""centre_left"": 0.4, ""centre"": 0.3, ""centre_right"": 0.1, ""right"": 0.0, ""far_right"": 0.0}","Jag tycker att det är glädjande att Allan Widman till viss del håller med om det. Jag har självklart inte diskuterat Tone Tingsgårds personliga moral eller kvalifikationer, utan det handlar om principen att man inte utreder sig själv. STYLEREF Kantrubrik \* MERGEFORMAT Fortsatt svenskt deltagande i Natos utbildnings- och rådgivningsinsats RSM i Afghanistan Sedan har vi problemet med säkerhetsläget",0.0,0.2,0.4,0.3,0.1,0.0,0.0
68f3ab61-a516-e611-9437-00262d0d0c40,Ulla Andersson (V) (V),Ulla Andersson (V),V,left,0.72,left,0.8,"{""far_left"": 0.0, ""left"": 0.8, ""centre_left"": 0.2, ""centre"": 0.0, ""centre_right"": 0.0, ""right"": 0.0, ""far_right"": 0.0}","Jag tycker också att det behövs pengar till att ta bort delade turer och rätt till heltid i äldreomsorgen. Jag säger att resurserna ska gå till den välfärd de är avsedda för, i det här fallet till äldreomsorgen och inte till stora privata vinstuttag. Det är grundläggande, men den idén delar inte Jakob Forssmed. Jag förstår att Jakob Forssmed är glad över de riktade statsbidragen för att stärka äld",0.0,0.8,0.2,0.0,0.0,0.0,0.0
